,Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Actors,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Boxoffice,Release Date,Summary,IMDb Votes
8645,Monty Python and the Holy Grail,"Adventure, Comedy, Fantasy","Classic Movies,International Movies,Comedies,Classic Comedies,Satires,British Movies","English, French, Latin",Movie,4.5,"Hong Kong,Australia,Germany,Singapore,Russia,Czech Republic,France,Poland,Netherlands,Sweden,India,Hungary,Slovakia,Lithuania,Brazil,Argentina,Spain,Canada,United Kingdom,Japan,Romania,South Korea,Greece,Switzerland,Portugal,Mexico,Belgium,United States,South Africa,Iceland,Israel,Italy,Thailand,Turkey,Malaysia,Colombia",1-2 hour,"Terry Gilliam, Terry Jones","Terry Gilliam, Graham Chapman, Eric Idle, John Cleese",8.2,97.0,91.0,3.0,"$1,827,696",25 May 1975,The Monty Python comedy clan skewers King Arthur and his Knights of the Round Table as they quest far and wide for the Holy Grail.,502049.0
8672,The Florida Project,Drama,"Independent Dramas,Dramas,Independent Movies,Social Issue Dramas","English, Spanish, Portuguese",Movie,4.4,"South Korea,United States",1-2 hour,Sean Baker,"Brooklynn Prince, Christopher Rivera, Aiden Malik, Josie Olivo",7.6,96.0,92.0,66.0,"$5,904,366",10 Nov 2017,A mischievous 6-year-old finds the magic in her own circumstances while living with her troubled mom in a budget motel near Disney World.,96017.0
8680,The Killing of a Sacred Deer,"Drama, Horror, Mystery, Thriller","Crime Thrillers,Independent Dramas,Crime Dramas,Psychological Thrillers,Independent Movies,Dramas,Thrillers,Mysteries,Independent Thrillers","English, French",Movie,3.7,"South Korea,United States",> 2 hrs,Yorgos Lanthimos,"Raffey Cassidy, Bill Camp, Herb Caillouet, Barry G. Bernson",7.0,80.0,73.0,5.0,"$2,291,901",03 Nov 2017,A surgeons carefully curated life edges toward disaster when a troubled teenage boy with mysterious motives begins to impose himself on his family.,125746.0
8705,An Inconvenient Sequel: Truth to Power,Documentary,"Political Documentaries,Documentaries,Science & Nature Documentaries,Nature & Ecology Documentaries,Documentary Films","English, French, Russian, German, Mandarin",Movie,4.7,Germany,1-2 hour,"Bonni Cohen, Jon Shenk","Al Gore, Cory Booker, George W. Bush, Bill Clinton",6.4,79.0,68.0,6.0,"$3,496,795",04 Aug 2017,"A decade after An Inconvenient Truth, Al Gore continues his tireless drive to influence climate policy and show that the planet still has a chance.",7652.0
8708,Silverado,"Action, Crime, Drama, Romance, Western","Crime Action & Adventure,Action & Adventure,Crime Movies,Westerns,Action,Classic Films,Classic Action & Adventure,Classic Westerns,US Movies",English,Movie,3.5,"Belgium,Romania,Hong Kong,Lithuania,Hungary,France,Iceland,Switzerland,South Korea,Thailand,Brazil,Czech Republic,Netherlands,Spain,Israel,Australia,Poland,Singapore,India,Argentina,Malaysia,Slovakia,Sweden,Mexico,Colombia",> 2 hrs,Lawrence Kasdan,"Kevin Kline, Scott Glenn, Kevin Costner, Danny Glover",7.2,76.0,64.0,1.0,"$32,192,570",10 Jul 1985,"In this classic Western, two brothers take on the shady sheriff of Silverado with help from a butcher and a man left to die in the desert by outlaws.",38489.0
8710,Undercover Kitty,"Comedy, Family, Fantasy","Family Adventures,Comedies,Children & Family Movies,Family Comedies,Dutch Children & Family Movies,Movies based on childrens books,Movies for ages 11 to 12,Movies for ages 8 to 10,Dutch Comedies,Dutch Movies,Movies for ages 5 to 7,Movies Based on Books",Dutch,Movie,5.6,"Belgium,Netherlands",1-2 hour,Vincent Bal,"Carice van Houten, Sarah Bannier, Pierre Bokma, Theo Maassen",6.8,64.0,50.0,8.0,"$266,959",06 Dec 2001,"This all-ages drama features a cat that takes the form of a young lady, then uses her feline charms to assist a reporter for the local newspaper.",4773.0
8711,Inferno,"Action, Adventure, Crime, Drama, Mystery, Thriller","Mysteries,Dramas,Action & Adventure,Action Thrillers,Blockbuster Action & Adventure,Dramas based on a book,Films Based on Books,US Movies,Action Movies","English, French, Italian, Turkish",Movie,2.1,"Canada,France,Japan,Belgium,South Korea,Brazil,Spain,Argentina,Turkey,Mexico,Portugal,Colombia,Netherlands,Germany,Sweden,Iceland",> 2 hrs,Ron Howard,"Felicity Jones, Omar Sy, Tom Hanks, Irrfan Khan",6.2,23.0,42.0,4.0,"$34,343,574",28 Oct 2016,"On the run and suffering from memory loss, a Harvard symbologist must decipher clues to stop a plague designed to decimate the planets population.",160487.0
8713,Better Watch Out,"Comedy, Horror, Thriller","International Movies,Thrillers,Horror Movies,Australian Movies,Teen Screams",English,Movie,3.7,"Switzerland,Germany",1-2 hour,Chris Peckover,"Aleks Mikic, Ed Oxenbould, Levi Miller, Olivia DeJonge",6.5,89.0,67.0,8.0,"$20,369",06 Oct 2017,Teen Ashley gets way more than she bargained for when a home invasion turns a night of babysitting into a holiday-season free-for-all nightmare.,32265.0
8715,Love and Death,"Comedy, War","Classic Comedies,Spoofs & Satires,Classic Films,Comedies",English,Movie,4.4,United Kingdom,1-2 hour,Woody Allen,"Georges Adet, Diane Keaton, Woody Allen, Frank Adu",7.7,100.0,89.0,3.0,"$20,123,742",18 Jul 1975,"In this spoof of 19th-century Russian literature, a faint-hearted hero whos drafted for war convinces his beautiful cousin to marry him.",36031.0
8717,For Keeps,"Comedy, Drama, Romance","Romantic Dramas,Romantic Films,Dramas,Teen Films","English, French",Movie,4.8,"Russia,Netherlands,Belgium,Turkey",1-2 hour,John G. Avildsen,"Randall Batinkoff, Molly Ringwald, Kenneth Mars, Miriam Flynn",6.0,17.0,41.0,1.0,"$17,514,553",15 Jan 1988,"When ambitious teen Darcy becomes pregnant, a host of pressures -- including school, parenthood and a pile of bills -- jeopardizes the young family.",4381.0
8721,Kicks,"Adventure, Drama","Independent Movies,Social Issue Dramas,Independent Dramas,Dramas",English,Movie,6.6,Belgium,1-2 hour,Justin Tipping,"Christopher Jordan Wallace, Christopher Meyer, Jahking Guillory, Kyndall",6.4,87.0,69.0,4.0,"$150,191",09 Sep 2016,A 15-year-old boy goes on a dangerous mission through East Oakland to retrieve a pair of sneakers that a local gangster stole from him.,4138.0
8727,Hush,"Drama, Thriller","Psychological Thrillers,Thrillers",English,Movie,1.4,"Switzerland,France,Belgium,South Africa,Russia,Lithuania,Hungary,Japan,Hong Kong,Czech Republic,South Korea,Poland,Singapore,Slovakia,Sweden,Thailand,Greece,Malaysia,Romania,Portugal,Germany,Turkey",1-2 hour,Jonathan Darby,"Nina Foch, Jessica Lange, Johnathon Schaech, Gwyneth Paltrow",5.5,12.0,18.0,1.0,"$13,583,690",06 Mar 1998,"Newlyweds move to the family Thoroughbred ranch, where the husbands obsessive mother resolves to get rid of her new daughter-in-law.",10553.0
8763,Gods Own Country,"Drama, Romance","British Films,British Dramas,Romantic Independent Films,LGBTQ Films,Romantic Favourites,Romantic Dramas,Independent Dramas,LGBTQ Dramas,Independent Films,Dramas,Romantic LGBTQ Films,Romantic Films,Steamy Romantic Films,Romantic British Films,Award-winning Dramas","English, Romanian, Bulgarian",Movie,4.3,"Germany,Australia",1-2 hour,Francis Lee,"Harry Lister Smith, Gemma Jones, Ian Hart, Josh O'Connor",7.7,98.0,85.0,31.0,"$335,609",24 Aug 2017,"In Yorkshire, a withdrawn gay farmer begins a torrid affair with a Romanian migrant worker who shows him the depths of his capacity for affection.",25480.0
8780,The Bodyguard,"Action, Drama, Music, Romance, Thriller","Romantic Favourites,Crime Films,Crime Dramas,Showbiz Dramas,Romantic Films,Dramas,Romantic Dramas,Thrillers,Crime Thrillers,US Movies",English,Movie,2.2,"South Korea,Switzerland,Italy,Australia,Sweden",> 2 hrs,Mick Jackson,"Kevin Costner, Bill Cobbs, Whitney Houston, Gary Kemp",6.3,33.0,39.0,10.0,"$122,006,740",25 Nov 1992,"A former Secret Service agent grudgingly takes an assignment to protect a pop idol who has a determined stalker. At first, the protector and diva clash, but soon trust and attraction overpower the unlikely pair.",120087.0
8794,Wonder Woman,"Action, Adventure, Fantasy, Sci-Fi, War","Action Thrillers,Action Sci-Fi & Fantasy,Sci-Fi & Fantasy,Action & Adventure,Fantasy,Comic Book and Superhero Films,Action","English, German, Dutch, French, Spanish, Chinese, Greek,  Ancient (to 1453), North American Indian",Movie,4.1,"Brazil,Argentina,Turkey,Mexico,Greece,Switzerland,Germany,Colombia",> 2 hrs,Patty Jenkins,"Gal Gadot, Robin Wright, Chris Pine, Connie Nielsen",7.4,93.0,76.0,24.0,"$412,815,408",02 Jun 2017,A warrior princess leaves the relative safety of her sheltered island home in hopes of putting an end to a devastating war in the outside world.,570776.0
8795,The Beatles: Eight Days a Week,"Documentary, Music","Social & Cultural Documentaries,Critically-acclaimed Documentaries,Documentaries,Music & Musicals,Music & Concert Documentaries",English,Movie,4.1,Japan,1-2 hour,Ron Howard,"John Lennon, George Harrison, The Beatles, Paul McCartney",7.8,96.0,72.0,5.0,"$2,930,414",17 Sep 2016,Interviews and archival footage document the Beatles early years -- as well as the impact international touring had on their music and pop culture.,11434.0
8796,A Man in the Dark,"Crime, Horror, Thriller","Horror Films,Thrillers,Teen Screams,US Movies",English,Movie,3.8,"Hong Kong,France,Hungary,Lithuania,Romania,Belgium,Portugal,Japan,South Korea,Iceland,South Africa,Switzerland,Canada,Thailand,Russia,Brazil,Czech Republic,Spain,Israel,Germany,Italy,Australia,Poland,Singapore,Argentina,Greece,Malaysia,Slovakia,Sweden,Turkey,Mexico,India,Colombia,Netherlands",1-2 hour,Fede Alvarez,"Jane Levy, Stephen Lang, Dylan Minnette, Daniel Zovatto",7.1,88.0,71.0,7.0,"$89,217,875",26 Aug 2016,Hes blind and rich -- the perfect target for robbery. But the tables turn when three teen thieves find themselves in a lethal game of cat and mouse.,223676.0
8822,Annihilation,"Adventure, Drama, Horror, Mystery, Sci-Fi, Thriller","Horror Films,Sci-Fi Horror Films,Sci-Fi & Fantasy,Sci-Fi Dramas,Films Based on Books,Sci-Fi",English,Movie,3.9,"United Kingdom,Russia,India,Lithuania,Hong Kong,France,Hungary,Japan,Romania,Belgium,South Korea,Switzerland,Portugal,Mexico,South Africa,Thailand,Iceland,Brazil,Czech Republic,Netherlands,Spain,Germany,Israel,Italy,Australia,Poland,Singapore,Argentina,Greece,Malaysia,Slovakia,Sweden,Turkey,Colombia",1-2 hour,Alex Garland,"Benedict Wong, Natalie Portman, David Gyasi, Sonoya Mizuno",6.8,88.0,79.0,16.0,"$32,732,301",23 Feb 2018,"When her husband vanishes during a secret mission, biologist Lena joins an expedition into a mysterious region sealed off by the U.S. government.",282373.0
8828,Nocturnal Animals,"Drama, Thriller","Crime Dramas,Crime Films,Dramas based on a book,Psychological Thrillers,Crime Thrillers,Golden Globe Award-winning Films,Award-winning Films,Thrillers,Dramas,Movies Based on Books,US Movies",English,Movie,3.6,"South Korea,Belgium,Netherlands,United States,Spain",1-2 hour,Tom Ford,"Amy Adams, Michael Shannon, Aaron Taylor-Johnson, Jake Gyllenhaal",7.5,74.0,67.0,20.0,"$10,663,357",09 Dec 2016,"Reading her ex-husbands violent novel manuscript destabilizes gallery owner Susans life, upending her present while digging up their past.",239999.0
8839,The Shack,"Drama, Fantasy","Dramas,Films Based on Books,Faith & Spirituality,Faith & Spirituality Films",English,Movie,1.9,"Romania,Hungary,Switzerland,Belgium,Canada,Czech Republic,Netherlands,Spain,Germany,Argentina,Slovakia,Turkey,Mexico,Colombia",> 2 hrs,Stuart Hazeldine,"Octavia Spencer, Tim McGraw, Sam Worthington, Radha Mitchell",6.3,21.0,32.0,3.0,"$57,386,418",03 Mar 2017,"After suffering a tragic loss, Mack Phillips seeks answers from a mysterious letter urging him to visit a deserted shack in the Oregon wilderness.",30671.0
8841,A Perfect Murder,"Crime, Drama, Thriller","Thrillers,Crime Thrillers,Crime Films","English, Arabic",Movie,2.9,"Switzerland,Italy",1-2 hour,Andrew Davis,"Michael Douglas, David Suchet, Viggo Mortensen, Gwyneth Paltrow",6.5,57.0,50.0,2.0,"$67,638,368",05 Jun 1998,"Its murder most foul when cold-blooded hedge fund manager Steven Taylor hires a hit man to drop a dime on his philandering young wife, Emily.",79406.0
8858,Columbus,Drama,"Dramas,Independent Dramas,Independent Films","English, Korean",Movie,4.3,South Korea,1-2 hour,Kogonada,"Michelle Forbes, Haley Lu Richardson, John Cho, Parker Posey",7.2,97.0,89.0,9.0,"$1,017,107",04 Aug 2017,"When his architect father falls into a coma, Jin travels from Korea to Columbus, Indiana, where he and a young woman share an unexpected connection.",14556.0
8861,Loving Vincent,"Animation, Biography, Crime, Drama, Family, Mystery","Adult Animation,Period Pieces,Dramas,Crime Dramas,Biographical Dramas,International Dramas,Polish Films,Crime Movies,Historical Dramas",English,Movie,3.8,"South Korea,France,Spain,Czech Republic,Poland,Belgium",1-2 hour,"Hugh Welchman, Dorota Kobiela","Robin Hodges, Holly Earl, Douglas Booth, Josh Burdett",7.8,85.0,62.0,22.0,"$6,735,118",22 Sep 2017,"Rendered in the style of the beloved Dutch master, this animated biopic recounts the tortured last days of Vincent van Gogh.",50988.0
8862,Wind River,"Crime, Drama, Mystery, Thriller","Crime Dramas,Dramas,Independent Films,Mysteries,Independent Dramas,Crime Movies",English,Movie,4.0,"Japan,Canada,Belgium,Netherlands,Germany,Switzerland,Turkey",1-2 hour,Taylor Sheridan,"Teo Briones, Jeremy Renner, Kelsey Asbille, Julia Jones",7.7,88.0,73.0,14.0,"$33,800,859",18 Aug 2017,A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent whos investigating a teen girls murder on a remote Wyoming reservation.,207223.0
8872,Guru,"Biography, Drama","Dramas,Social Issue Dramas,Bollywood Films,Indian Films,Hindi-language Films,International Dramas",Hindi,Movie,3.8,"Australia,Lithuania,United Kingdom,Canada,Russia,Hungary,South Africa,Singapore,India,Czech Republic,United States,Slovakia,Malaysia,Iceland",> 2 hrs,Mani Ratnam,"Aishwarya Rai Bachchan, Madhavan, Abhishek Bachchan, Mithun Chakraborty",7.7,83.0,70.0,17.0,"$2,096,000",12 Jan 2007,Ambitious Gurukant Desai ignores his fathers advice and leaves his village to find success in Turkey.,22044.0
8888,Beach Rats,Drama,"Dramas,LGBTQ Films,LGBTQ Dramas,Independent Movies,Award-winning Dramas",English,Movie,3.8,"Russia,India,Hungary,United Kingdom,Hong Kong,Japan,Romania,Belgium,South Korea,Switzerland,Portugal,Mexico,South Africa,Thailand,France,Brazil,Czech Republic,Netherlands,Spain,Germany,Israel,Italy,Australia,Poland,Singapore,Argentina,Greece,Malaysia,Slovakia,Turkey,Colombia",1-2 hour,Eliza Hittman,"Madeline Weinstein, Neal Huff, Kate Hodge, Harris Dickinson",6.4,85.0,78.0,12.0,"$473,771",25 Jan 2018,"A 19-year-old wrestling with questions about his sexuality finds himself torn between his macho friends, his family and the older men he meets online.",12652.0
8889,The Bridges of Madison County,"Drama, Romance","Tearjerkers,Critically-acclaimed Films,20th Century Period Pieces,Dramas based on a book,Dramas based on contemporary literature,Critically-acclaimed Dramas,Romantic Dramas,Romantic Films,Romantic Favourites,Dramas",English,Movie,3.9,"Japan,Switzerland,Italy",> 2 hrs,Clint Eastwood,"Annie Corley, Clint Eastwood, Victor Slezak, Meryl Streep",7.6,90.0,69.0,7.0,"$71,516,617",02 Jun 1995,"When a vaguely discontented Iowa housewife meets a National Geographic shutterbug, what begins as a guarded friendship erupts into an intense affair.",73431.0
8892,The Zookeepers Wife,"Biography, Drama, History, War","Dramas based on a book,Military Dramas,Biographical Dramas,Dramas,20th Century Period Pieces,Dramas based on real life,Tearjerkers,Films Based on Real Life,Films Based on Books,Historical Dramas","English, German, Hebrew",Movie,3.2,"Hong Kong,Belgium,Netherlands,Australia",> 2 hrs,Niki Caro,"Johan Heldenbergh, Jessica Chastain, Timothy Radford, Daniel Brühl",7.0,64.0,57.0,2.0,"$17,571,660",07 Apr 2017,"When the Nazis invade Poland, Warsaw Zoo caretakers work with the underground resistance to save Jews from the horrors of the Third Reich.",38813.0
8897,Lincoln,"Biography, Drama, History, War","Political Dramas,Dramas,Biographical Dramas,Dramas based on real life,Military Dramas,Period Pieces,Dramas based on a book,Dramas based on contemporary literature,Movies Based on Real Life,Social Issue Dramas,Movies Based on Books,US Movies,Award-winning Dramas",English,Movie,4.1,"South Korea,Germany",> 2 hrs,Steven Spielberg,"David Strathairn, Joseph Gordon-Levitt, Sally Field, Daniel Day-Lewis",7.3,89.0,86.0,109.0,"$182,207,973",16 Nov 2012,"Director Steven Spielberg takes on the towering legacy of Abraham Lincoln, focusing on his stewardship of the Union during the Civil War years.",245650.0
8905,The Breadwinner,"Animation, Drama, Family, War","Social Issue Dramas,Dramas based on a book,Dramas,Family Feature Animation,Family Dramas,Family Features,Films for ages 11 to 12,Canadian Films,Children & Family Films,Irish Films,International Dramas,Films Based on Books,European Dramas,European Movies,Award-winning Dramas",English,Movie,4.2,"Australia,Singapore,Poland,Russia,India,Lithuania,Slovakia,Hong Kong,Sweden,Japan,Romania,South Korea,Argentina,South Africa,Switzerland,Thailand,Hungary,Spain,Portugal,Czech Republic,Belgium,Germany,Greece,Brazil,Netherlands,Italy,Iceland,Israel,Mexico,Colombia",1-2 hour,Nora Twomey,"Noorin Gulamgaus, Saara Chaudry, Laara Sadiq, Soma Chhaya",7.7,95.0,78.0,20.0,"$313,215",17 Nov 2017,A courageous 11-year-old Afghan girl disguises herself as a boy and takes on odd jobs to provide for her family when her father is arrested.,20926.0
8922,John Wick: Chapter Two,"Action, Crime, Thriller","Action Thrillers,Action & Adventure,Crime Action & Adventure,Crime Films,US Movies,Action,Film Noir","English, Italian, Russian",Movie,4.0,"Hungary,Romania,Czech Republic,Germany,Argentina,Sweden,Turkey,Mexico,Colombia,Slovakia,Netherlands",> 2 hrs,Chad Stahelski,"Ruby Rose, Ian McShane, Riccardo Scamarcio, Keanu Reeves",7.5,89.0,75.0,4.0,"$92,029,184",10 Feb 2017,"Forced to honor a debt from his past life, John Wick assassinates a target he has no wish to kill, then faces betrayal at the hands of his sponsor.",367362.0
